external_gene_name
ENSG00000004487	KDM1A
ENSG00000229124	VIM-AS1
ENSG00000229190	AC069542.1
ENSG00000229227	AL356056.1
ENSG00000229235	RPL37P18
ENSG00000229257	AL807752.2
ENSG00000229327	AL391839.1
ENSG00000229605	RPL21P93
ENSG00000229644	NAMPTP1
ENSG00000229656	ITGB1-DT
ENSG00000229664	AL137186.1
ENSG00000229672	AL450322.2
ENSG00000229869	AL359878.2
ENSG00000229927	RHEBP1
ENSG00000229932	YWHAZP3
ENSG00000230096	AC022535.1
ENSG00000230109	LINC02643
ENSG00000230445	LRRC37A6P
ENSG00000230534	AL392046.1
ENSG00000230555	AL450326.1
ENSG00000230720	LINC02644
ENSG00000230869	AGAP10P
ENSG00000231039	AL355303.1
ENSG00000231148	HMGB1P7
ENSG00000231187	AL356056.2
ENSG00000231245	C1DP1
ENSG00000231326	LINC02662
ENSG00000231422	LINC01516
ENSG00000231483	LINC02678
ENSG00000231553	RNMTL1P1
ENSG00000231864	AL807752.3
ENSG00000231911	TPRKBP1
ENSG00000231920	NEBL-AS1
ENSG00000231964	AL731567.1
ENSG00000232004	CAP1P2
ENSG00000232525	SS18L2P1
ENSG00000232591	LINC02642
ENSG00000232624	LINC01517
ENSG00000232638	AL390294.1
ENSG00000232656	IDI2-AS1
ENSG00000232739	AL607028.1
ENSG00000232807	AL137186.2
ENSG00000233021	AL669841.1
ENSG00000233198	RNF224
ENSG00000233321	LINC02669
ENSG00000233343	ATP6V1G1P4
ENSG00000233451	AL513128.1
ENSG00000233642	GPR158-AS1
ENSG00000233825	AL391839.2
ENSG00000233837	EIF3LP2
ENSG00000233968	AL157895.2
ENSG00000233990	AL353754.1
ENSG00000234091	AL157392.2
ENSG00000234167	ELOBP4
ENSG00000234170	LINC02645
ENSG00000234182	AL731533.1
ENSG00000234335	RPS4XP11
ENSG00000234420	ZNF37BP
ENSG00000234504	AL353801.2
ENSG00000234788	HSPA8P3
ENSG00000234813	AL357520.1
ENSG00000234814	SVIL2P
ENSG00000234961	AL133415.1
ENSG00000235020	AL390783.1
ENSG00000235141	COX6CP17
ENSG00000235763	SNRPGP5
ENSG00000235838	HSP90AB7P
ENSG00000235843	AL390961.2
ENSG00000235962	RPL7AP53
ENSG00000236114	AL450326.2
ENSG00000236420	CHCHD3P1
ENSG00000236495	AL158168.1
ENSG00000236514	AL135791.1
ENSG00000236582	PRPF38AP2
ENSG00000236894	AL160287.1
ENSG00000236968	AL451164.1
ENSG00000236990	AC025822.2
ENSG00000237036	ZEB1-AS1
ENSG00000237128	LINC02652
ENSG00000237135	DDX10P1
ENSG00000237399	PITRM1-AS1
ENSG00000237470	DCLRE1CP1
ENSG00000237590	AL137026.2
ENSG00000237797	MACORIS
ENSG00000237840	FAM21FP
ENSG00000237943	PRKCQ-AS1
ENSG00000237970	TMEM161BP1
ENSG00000238021	ARMC4P1
ENSG00000238258	AL121748.1
ENSG00000238263	RPL21P88
ENSG00000238366	AL359960.1
ENSG00000239665	AL157392.3
ENSG00000239822	RN7SL754P
ENSG00000239883	PARGP1
ENSG00000240180	RPL12P28
ENSG00000240291	AL450384.2
ENSG00000240294	RN7SKP241
ENSG00000241058	NSUN6
ENSG00000241621	GOLGA2P6
ENSG00000242147	LINC02657
ENSG00000243289	AGAP13P
ENSG00000243349	AL358394.2
ENSG00000243660	ZNF487
ENSG00000244356	RN7SL398P
ENSG00000251783	RNU6-1170P
ENSG00000251803	AL158164.1
ENSG00000251839	RNU7-12P
ENSG00000252532	RNU7-193P
ENSG00000252537	AL358033.1
ENSG00000252639	RNU2-24P
ENSG00000253054	RNU7-77P
ENSG00000254635	WAC-AS1
ENSG00000255585	AL590627.1
ENSG00000256892	MTRNR2L7
ENSG00000259994	AL353796.1
ENSG00000260151	LINC02673
ENSG00000260314	MRC1
ENSG00000260589	STAM-AS1
ENSG00000261456	TUBB8
ENSG00000262412	AL160291.1
ENSG00000263511	MIR5699
ENSG00000263639	MSMB
ENSG00000263697	MIR3621
ENSG00000264036	RN7SL198P
ENSG00000264204	AGAP7P
ENSG00000264230	ANXA8L1
ENSG00000265319	RN7SL847P
ENSG00000265354	TIMM23
ENSG00000265366	GLUD1P2
ENSG00000265733	SNORA74C-1
ENSG00000266228	MIR3611
ENSG00000266412	NCOA4
ENSG00000268996	MAN1B1-DT
ENSG00000269897	COMMD3-BMI1
ENSG00000269952	AL117336.1
ENSG00000270111	CELF2-DT
ENSG00000270727	AL590032.1
ENSG00000270767	AL356157.2
ENSG00000271046	AL512631.1
ENSG00000271335	AL117336.2
ENSG00000272055	RNU6-6P
ENSG00000272381	LINC02664
ENSG00000272764	AL596094.1
ENSG00000272853	AC069544.1
ENSG00000272983	AL117339.3
ENSG00000273001	AL731533.2
ENSG00000273008	AC010864.1
ENSG00000273038	AL365203.2
ENSG00000273107	AL512598.1
ENSG00000273153	AC067747.1
ENSG00000273363	AL353801.3
ENSG00000274167	AL031601.2
ENSG00000274209	ANTXRL
ENSG00000274841	AL590627.2
ENSG00000274985	PTCHD3P1
ENSG00000275001	AL365215.1
ENSG00000275036	MIR8086
ENSG00000275549	STPG3-AS1
ENSG00000276805	AL133216.2
ENSG00000277563	AC063961.1
ENSG00000277757	AL358394.3
ENSG00000278419	AL451164.2
ENSG00000278982	AL139125.1
ENSG00000279029	AL353583.1
ENSG00000279073	AL807752.6
ENSG00000279623	AL359697.1
ENSG00000279631	AL158211.5
ENSG00000279819	AL390318.1
ENSG00000280012	RPL23AP61
ENSG00000280809	LINC00836
ENSG00000281186	LINC00706
ENSG00000282246	AL157392.5
ENSG00000282390	AL392083.1
ENSG00000282996	MPP7-DT
ENSG00000283000	LINC02635
ENSG00000283411	AL590627.3
ENSG00000283709	FAM238C
ENSG00000283930	AL117339.4
ENSG00000284024	HSPA14
ENSG00000284317	MIR7114
ENSG00000284341	AL807752.7
ENSG00000284951	AL355798.1
ENSG00000284976	BX255925.3
ENSG00000285254	AL513128.2
ENSG00000285294	LINC00842
ENSG00000285402	AC244230.2
ENSG00000285520	AL353586.1
ENSG00000285671	AL139405.2
ENSG00000285712	AC068707.1
ENSG00000285737	LINC02680
ENSG00000285750	AL157385.2
ENSG00000285824	AL353796.2
ENSG00000285845	AL392086.1
ENSG00000285852	AL353147.1
ENSG00000285859	AL512598.2
ENSG00000285884	AL022345.4
ENSG00000285988	AL392086.2
ENSG00000026103	FAS
ENSG00000035403	VCL
ENSG00000042286	AIFM2
ENSG00000059573	ALDH18A1
ENSG00000060339	CCAR1
ENSG00000062650	WAPL
ENSG00000070748	CHAT
ENSG00000072401	UBE2D1
ENSG00000072422	RHOBTB1
ENSG00000075073	TACR2
ENSG00000079332	SAR1A
ENSG00000079393	DUSP13
ENSG00000095464	PDE6C
ENSG00000095564	BTAF1
ENSG00000095596	CYP26A1
ENSG00000095637	SORBS1
ENSG00000096717	SIRT1
ENSG00000096746	HNRNPH3
ENSG00000099282	TSPAN15
ENSG00000099284	MACROH2A2
ENSG00000099290	WASHC2A
ENSG00000105988	NHP2P1
ENSG00000107438	PDLIM1
ENSG00000107625	DDX50
ENSG00000107643	MAPK8
ENSG00000107719	PALD1
ENSG00000107731	UNC5B
ENSG00000107736	CDH23
ENSG00000107738	VSIR
ENSG00000107742	SPOCK2
ENSG00000107745	MICU1
ENSG00000107758	PPP3CB
ENSG00000107771	CCSER2
ENSG00000107779	BMPR1A
ENSG00000107789	MINPP1
ENSG00000107796	ACTA2
ENSG00000107798	LIPA
ENSG00000107854	TNKS2
ENSG00000107864	CPEB3
ENSG00000107984	DKK1
ENSG00000108064	TFAM
ENSG00000108091	CCDC6
ENSG00000108175	ZMIZ1
ENSG00000108176	DNAJC12
ENSG00000108179	PPIF
ENSG00000108187	PBLD
ENSG00000108219	TSPAN14
ENSG00000108231	LGI1
ENSG00000108239	TBC1D12
ENSG00000108242	CYP2C18
ENSG00000119912	IDE
ENSG00000119917	IFIT3
ENSG00000119922	IFIT2
ENSG00000119938	PPP1R3C
ENSG00000119969	HELLS
ENSG00000119977	TCTN3
ENSG00000122359	ANXA11
ENSG00000122367	LDB3
ENSG00000122375	OPN4
ENSG00000122376	SHLD2
ENSG00000122378	PRXL2A
ENSG00000122859	NEUROG3
ENSG00000122861	PLAU
ENSG00000122862	SRGN
ENSG00000122863	CHST3
ENSG00000122870	BICC1
ENSG00000122873	CISD1
ENSG00000122877	EGR2
ENSG00000122882	ECD
ENSG00000122884	P4HA1
ENSG00000122912	SLC25A16
ENSG00000122952	ZWINT
ENSG00000122958	VPS26A
ENSG00000128805	ARHGAP22
ENSG00000128815	WDFY4
ENSG00000133661	SFTPD
ENSG00000133665	DYDC2
ENSG00000133678	TMEM254
ENSG00000138115	CYP2C8
ENSG00000138119	MYOF
ENSG00000138134	STAMBPL1
ENSG00000138135	CH25H
ENSG00000138138	ATAD1
ENSG00000138160	KIF11
ENSG00000138180	CEP55
ENSG00000138182	KIF20B
ENSG00000138185	ENTPD1
ENSG00000138190	EXOC6
ENSG00000138193	PLCE1
ENSG00000138207	RBP4
ENSG00000138279	ANXA7
ENSG00000138286	FAM149B1
ENSG00000138303	ASCC1
ENSG00000138308	PLA2G12B
ENSG00000138311	ZNF365
ENSG00000138315	OIT3
ENSG00000138316	ADAMTS14
ENSG00000138326	RPS24
ENSG00000138336	TET1
ENSG00000138346	DNA2
ENSG00000138347	MYPN
ENSG00000148541	FAM13C
ENSG00000148572	NRBF2
ENSG00000148584	A1CF
ENSG00000148600	CDHR1
ENSG00000148606	POLR3A
ENSG00000148634	HERC4
ENSG00000148655	LRMDA
ENSG00000148660	CAMK2G
ENSG00000148671	ADIRF
ENSG00000148672	GLUD1
ENSG00000148677	ANKRD1
ENSG00000148680	HTR7
ENSG00000148688	RPP30
ENSG00000148690	FRA10AC1
ENSG00000148719	DNAJB12
ENSG00000148730	EIF4EBP2
ENSG00000148734	NPFFR1
ENSG00000150275	PCDH15
ENSG00000150347	ARID5B
ENSG00000151150	ANK3
ENSG00000151151	IPMK
ENSG00000151208	DLG5
ENSG00000151224	MAT1A
ENSG00000152766	ANKRD22
ENSG00000152778	IFIT5
ENSG00000152779	SLC16A12
ENSG00000152782	PANK1
ENSG00000152804	HHEX
ENSG00000156026	MCU
ENSG00000156042	CFAP70
ENSG00000156110	ADK
ENSG00000156113	KCNMA1
ENSG00000156502	SUPV3L1
ENSG00000156510	HKDC1
ENSG00000156515	HK1
ENSG00000156521	TYSND1
ENSG00000156574	NODAL
ENSG00000156650	KAT6B
ENSG00000156671	SAMD8
ENSG00000165338	HECTD2
ENSG00000165424	ZCCHC24
ENSG00000165443	PHYHIPL
ENSG00000165449	SLC16A9
ENSG00000165476	REEP3
ENSG00000165633	VSTM4
ENSG00000165637	VDAC2
ENSG00000165644	COMTD1
ENSG00000165655	ZNF503
ENSG00000165678	GHITM
ENSG00000165730	STOX1
ENSG00000165732	DDX21
ENSG00000165841	CYP2C19
ENSG00000166220	TBATA
ENSG00000166224	SGPL1
ENSG00000166228	PCBD1
ENSG00000166295	ANAPC16
ENSG00000166317	SYNPO2L
ENSG00000166321	NUDT13
ENSG00000166343	MSS51
ENSG00000166348	USP54
ENSG00000168209	DDIT4
ENSG00000170312	CDK1
ENSG00000170324	FRMPD2
ENSG00000170788	DYDC1
ENSG00000171224	FAM241B
ENSG00000171862	PTEN
ENSG00000171988	JMJD1C
ENSG00000172586	CHCHD1
ENSG00000172650	AGAP5
ENSG00000172731	LRRC20
ENSG00000173124	ACSM6
ENSG00000173145	NOC3L
ENSG00000173267	SNCG
ENSG00000173269	MMRN2
ENSG00000174721	FGFBP3
ENSG00000176273	SLC35G1
ENSG00000176986	SEC24C
ENSG00000177354	C10orf71
ENSG00000177613	CSTF2T
ENSG00000177791	MYOZ1
ENSG00000178217	SH2D4B
ENSG00000178429	RPS3AP5
ENSG00000178440	TIMM23B-AGAP6
ENSG00000178645	C10orf53
ENSG00000179774	ATOH7
ENSG00000180139	ACTA2-AS1
ENSG00000180221	TPT1P10
ENSG00000180581	SRP9P1
ENSG00000180628	PCGF5
ENSG00000180764	PIPSL
ENSG00000180817	PPA1
ENSG00000181915	ADO
ENSG00000182010	RTKN2
ENSG00000182180	MRPS16
ENSG00000182333	LIPF
ENSG00000182771	GRID1
ENSG00000183055	FAM133CP
ENSG00000183230	CTNNA3
ENSG00000183346	CABCOCO1
ENSG00000184719	RNLS
ENSG00000185009	AP3M1
ENSG00000185532	PRKG1
ENSG00000185737	NRG3
ENSG00000185745	IFIT1
ENSG00000186188	FFAR4
ENSG00000187553	CYP26C1
ENSG00000187714	SLC18A3
ENSG00000188100	FAM25A
ENSG00000188611	ASAH2
ENSG00000189014	SHLD2P3
ENSG00000189129	PLAC9
ENSG00000195401	AL513534.1
ENSG00000196566	AL138767.1
ENSG00000196932	TMEM26
ENSG00000196968	FUT11
ENSG00000197444	OGDHL
ENSG00000197467	COL13A1
ENSG00000197746	PSAP
ENSG00000198060	MARCHF5
ENSG00000198246	SLC29A3
ENSG00000198682	PAPSS2
ENSG00000198739	LRRTM3
ENSG00000198954	KIFBP
ENSG00000198964	SGMS1
ENSG00000199104	MIR346
ENSG00000199201	AC016394.1
ENSG00000199638	RNA5SP319
ENSG00000199881	AL158040.1
ENSG00000200170	AL607035.1
ENSG00000200176	RNU1-19P
ENSG00000200294	AL607035.2
ENSG00000201047	AL731563.1
ENSG00000201604	RNU6-740P
ENSG00000202513	RNU6-805P
ENSG00000204021	LIPK
ENSG00000204049	AL391421.1
ENSG00000204130	RUFY2
ENSG00000204147	ASAH2B
ENSG00000204149	AGAP6
ENSG00000204152	TIMM23B
ENSG00000204172	AGAP9
ENSG00000204437	CTSLP6
ENSG00000206855	RNU6-571P
ENSG00000207327	RNU6-883P
ENSG00000207813	MIR605
ENSG00000212332	RNU6-780P
ENSG00000212769	HMGN2P8
ENSG00000213025	COX20P1
ENSG00000213432	RPL17P34
ENSG00000213449	GAPDHP28
ENSG00000213484	EIF4A1P8
ENSG00000213513	IMPDH1P5
ENSG00000213514	AL731556.1
ENSG00000213551	DNAJC9
ENSG00000213609	RPL7AP50
ENSG00000213613	RPL11P3
ENSG00000213657	RPL31P44
ENSG00000213667	PGGT1BP1
ENSG00000213700	RPL17P50
ENSG00000213731	RAB5CP1
ENSG00000214362	RPS3AP36
ENSG00000214626	POLR3DP1
ENSG00000214629	RPSAP6
ENSG00000214655	ZSWIM8
ENSG00000214881	TMEM14DP
ENSG00000215086	NPM1P24
ENSG00000216740	ANXA2P3
ENSG00000219932	RPL12P8
ENSG00000221063	MIR1296
ENSG00000221164	SNORA11F
ENSG00000221184	AL513534.2
ENSG00000221817	PPP3CB-AS1
ENSG00000222047	C10orf55
ENSG00000222451	RN7SKP143
ENSG00000223107	RNU2-72P
ENSG00000223428	AC010997.1
ENSG00000223482	NUTM2A-AS1
ENSG00000223502	AL731537.1
ENSG00000223820	CFL1P1
ENSG00000224195	AC022400.1
ENSG00000224301	AL590502.1
ENSG00000224504	AC025428.1
ENSG00000224596	ZMIZ1-AS1
ENSG00000224714	LINC02671
ENSG00000224725	CEP57L1P1
ENSG00000224745	AC063965.2
ENSG00000224750	AL391704.1
ENSG00000224914	LINC00863
ENSG00000224919	AL591684.1
ENSG00000224948	ATP5MC1P8
ENSG00000225137	DYNC1I2P1
ENSG00000225423	TNPO1P1
ENSG00000225484	NUTM2B-AS1
ENSG00000225761	AL596247.1
ENSG00000225830	ERCC6
ENSG00000225913	AL138767.3
ENSG00000225922	RPL21P92
ENSG00000225928	CACYBPP1
ENSG00000226051	ZNF503-AS1
ENSG00000226159	LINC01375
ENSG00000226200	SGMS1-AS1
ENSG00000226253	MRPL35P3
ENSG00000226296	AC036101.1
ENSG00000226425	AL358613.1
ENSG00000226466	RPA2P2
ENSG00000226493	RPL26P27
ENSG00000226557	TRAF6P1
ENSG00000226576	AC060234.1
ENSG00000226659	AC021028.1
ENSG00000226701	RPL15P14
ENSG00000226964	RHEBP2
ENSG00000227173	MYL6P3
ENSG00000227268	KLLN
ENSG00000227345	PARG
ENSG00000227382	EIF4A2P2
ENSG00000227540	AC016394.2
ENSG00000227877	MRLN
ENSG00000227896	AL731569.1
ENSG00000227972	THAP12P3
ENSG00000228055	FAM245A
ENSG00000228065	LINC01515
ENSG00000228092	COX6CP15
ENSG00000228280	AL731568.1
ENSG00000228553	AL389885.1
ENSG00000228566	AC013287.1
ENSG00000228701	TNKS2-AS1
ENSG00000228748	AL450306.1
ENSG00000228759	FAF2P1
ENSG00000228938	SNRPD2P1
ENSG00000229097	CALM2P2
ENSG00000229197	RPS15AP28
ENSG00000229261	AL596223.1
ENSG00000229404	LINC00858
ENSG00000229543	AC010163.1
ENSG00000229659	RPL26P6
ENSG00000229969	AL136982.2
ENSG00000229990	AC022400.2
ENSG00000230091	TMEM254-AS1
ENSG00000230166	RPL35AP24
ENSG00000230171	RPL22P18
ENSG00000230417	LINC00595
ENSG00000230507	RPL7AP8
ENSG00000230526	AC073370.1
ENSG00000230609	AL513185.3
ENSG00000230661	YY1P1
ENSG00000230962	LINC01520
ENSG00000231131	LNCAROD
ENSG00000231345	BEND3P1
ENSG00000231829	AL157834.1
ENSG00000232075	MRPL35P2
ENSG00000232110	AL353751.1
ENSG00000232142	RPS25P9
ENSG00000232342	AC022540.1
ENSG00000232437	RPS26P42
ENSG00000232646	AL731563.2
ENSG00000232682	AL592430.2
ENSG00000232709	MARK2P9
ENSG00000232734	ATP5MC1P7
ENSG00000232936	AL157400.2
ENSG00000232950	ZNF519P1
ENSG00000232965	RPS12P18
ENSG00000233144	AL512656.2
ENSG00000233163	RPS12P17
ENSG00000233189	RPL12P29
ENSG00000233292	AL513533.1
ENSG00000233805	AL365496.1
ENSG00000233871	DLG5-AS1
ENSG00000234043	NUDT9P1
ENSG00000234149	AC018511.2
ENSG00000234173	AL353784.1
ENSG00000234192	RPS26P38
ENSG00000234319	RPS12P2
ENSG00000234369	TATDN1P1
ENSG00000234382	AL513174.1
ENSG00000234612	H2AZP5
ENSG00000234743	EIF5AP4
ENSG00000234806	RPL26P29
ENSG00000234942	GRID1-AS1
ENSG00000235100	AL157400.3
ENSG00000235140	AC026391.1
ENSG00000235316	DUSP8P5
ENSG00000235356	AL592466.1
ENSG00000235426	AL133481.1
ENSG00000235489	DBF4P1
ENSG00000235524	MTCO1P23
ENSG00000235618	FAM21EP
ENSG00000235645	LINC02651
ENSG00000235816	PRELID1P3
ENSG00000235939	AL138760.1
ENSG00000236154	AL450311.1
ENSG00000236373	LINC02653
ENSG00000236467	KCNMA1-AS1
ENSG00000236493	EIF2S2P3
ENSG00000236671	PRKG1-AS1
ENSG00000236744	AC016822.1
ENSG00000236756	DNAJC9-AS1
ENSG00000236797	SPA17P1
ENSG00000236842	AC010997.2
ENSG00000236900	TIMM9P1
ENSG00000236944	CCDC58P2
ENSG00000236993	GAPDHP21
ENSG00000237141	DNAJC19P1
ENSG00000237149	ZNF503-AS2
ENSG00000237280	AL136982.3
ENSG00000237417	XRCC6P1
ENSG00000237512	UNC5B-AS1
ENSG00000237523	LINC00857
ENSG00000237768	AL731563.3
ENSG00000237882	PPIAP13
ENSG00000238446	RNU7-38P
ENSG00000238523	RNU7-107P
ENSG00000240089	BMS1P3
ENSG00000240527	AL365273.1
ENSG00000240996	AL157400.4
ENSG00000242288	AC022400.3
ENSG00000243782	RN7SL78P
ENSG00000244332	AL138759.1
ENSG00000244733	AL132656.2
ENSG00000249860	MTRNR2L5
ENSG00000249962	AL157400.5
ENSG00000250959	GLUD1P3
ENSG00000251079	BMS1P2
ENSG00000253626	EIF5AL1
ENSG00000254271	ANK3-DT
ENSG00000254929	AL591684.2
ENSG00000260400	AL513534.3
ENSG00000261011	AL136982.4
ENSG00000264313	RN7SL644P
ENSG00000265190	ANXA8
ENSG00000265630	BX547991.2
ENSG00000265763	ZNF488
ENSG00000266467	RN7SL220P
ENSG00000266524	GDF10
ENSG00000268584	AC073389.1
ENSG00000268894	PLCE1-AS1
ENSG00000269926	DDIT4-AS1
ENSG00000270087	AC010997.3
ENSG00000270352	AC022387.1
ENSG00000270421	AC022022.2
ENSG00000270494	AL513534.4
ENSG00000270808	AC022400.4
ENSG00000271237	HMGB1P50
ENSG00000271710	NDUFA8P1
ENSG00000271848	AC073389.2
ENSG00000271880	AGAP11
ENSG00000271933	AL603756.1
ENSG00000272140	AC022400.6
ENSG00000272447	AL135925.1
ENSG00000272508	AL136982.6
ENSG00000272536	RN7SL840P
ENSG00000272589	ZSWIM8-AS1
ENSG00000272599	AC016394.3
ENSG00000272630	AL731563.4
ENSG00000272631	AC067750.1
ENSG00000272692	AC010997.4
ENSG00000272734	ADIRF-AS1
ENSG00000272767	JMJD1C-AS1
ENSG00000272817	AL359198.1
ENSG00000272892	AL133551.1
ENSG00000272916	AC022400.7
ENSG00000272988	AC022392.1
ENSG00000273248	AC010997.5
ENSG00000273360	AC022017.1
ENSG00000273372	SFTPD-AS1
ENSG00000273413	AL136982.7
ENSG00000276490	AL583836.1
ENSG00000276531	AC091769.1
ENSG00000276850	AC245041.2
ENSG00000277056	AL607023.1
ENSG00000277758	FO681492.1
ENSG00000278992	AC012048.1
ENSG00000279088	AC022400.8
ENSG00000279406	AL359183.1
ENSG00000279502	AC016542.2
ENSG00000279607	AL358613.2
ENSG00000279689	AC022400.9
ENSG00000279814	AC010997.6
ENSG00000279822	AC016397.2
ENSG00000279910	AL731532.1
ENSG00000280401	AC022532.1
ENSG00000282121	AL592430.3
ENSG00000282432	AL356095.3
ENSG00000282863	AC012560.2
ENSG00000282915	AC091769.2
ENSG00000283101	BMS1P21
ENSG00000283551	SNORD98
ENSG00000283913	AL512662.2
ENSG00000285257	AL157893.1
ENSG00000285300	AC073176.2
ENSG00000285551	AC067752.1
ENSG00000285803	AL442003.1
ENSG00000285810	AC018511.5
ENSG00000285846	AL358613.3
ENSG00000285871	AL359844.1
ENSG00000014919	COX15
ENSG00000019995	ZRANB1
ENSG00000023041	ZDHHC6
ENSG00000023191	RNH1
ENSG00000023839	ABCC2
ENSG00000043591	ADRB1
ENSG00000052749	RRP12
ENSG00000055950	MRPL43
ENSG00000059915	PSD
ENSG00000065154	OAT
ENSG00000065613	SLK
ENSG00000065618	COL17A1
ENSG00000065621	GSTO2
ENSG00000066468	FGFR2
ENSG00000068383	INPP5A
ENSG00000069696	DRD4
ENSG00000070031	SCT
ENSG00000070047	PHRF1
ENSG00000075290	WNT8B
ENSG00000075826	SEC31B
ENSG00000075891	PAX2
ENSG00000076685	NT5C2
ENSG00000077147	TM9SF3
ENSG00000077150	NFKB2
ENSG00000089876	DHX32
ENSG00000095485	CWF19L1
ENSG00000095539	SEMA4G
ENSG00000095574	IKZF5
ENSG00000095585	BLNK
ENSG00000095587	TLL2
ENSG00000095627	TDRD1
ENSG00000095713	CRTAC1
ENSG00000099194	SCD
ENSG00000099204	ABLIM1
ENSG00000099834	CDHR5
ENSG00000099849	RASSF7
ENSG00000107443	CCNJ
ENSG00000107447	DNTT
ENSG00000107518	ATRNL1
ENSG00000107521	HPS1
ENSG00000107554	DNMBP
ENSG00000107560	RAB11FIP2
ENSG00000107566	ERLIN1
ENSG00000107581	EIF3A
ENSG00000107651	SEC23IP
ENSG00000107669	ATE1
ENSG00000107672	NSMCE4A
ENSG00000107679	PLEKHA1
ENSG00000107807	TLX1
ENSG00000107815	TWNK
ENSG00000107816	LZTS2
ENSG00000107819	SFXN3
ENSG00000107821	KAZALD1
ENSG00000107829	FBXW4
ENSG00000107831	FGF8
ENSG00000107833	NPM3
ENSG00000107859	PITX3
ENSG00000107862	GBF1
ENSG00000107872	FBXL15
ENSG00000107874	CUEDC2
ENSG00000107882	SUFU
ENSG00000107902	LHPP
ENSG00000107938	EDRF1
ENSG00000107949	BCCIP
ENSG00000107954	NEURL1
ENSG00000107957	SH3PXD2A
ENSG00000107960	STN1
ENSG00000108001	EBF3
ENSG00000108010	GLRX3
ENSG00000108018	SORCS1
ENSG00000108039	XPNPEP1
ENSG00000108055	SMC3
ENSG00000108061	SHOC2
ENSG00000119906	SLF2
ENSG00000119915	ELOVL3
ENSG00000119927	GPAM
ENSG00000119929	CUTC
ENSG00000119943	PYROXD2
ENSG00000119946	CNNM1
ENSG00000119950	MXI1
ENSG00000119953	SMNDC1
ENSG00000119965	C10orf88
ENSG00000119979	DENND10
ENSG00000119986	AVPI1
ENSG00000120008	WDR11
ENSG00000120029	ARMH3
ENSG00000120049	KCNIP2
ENSG00000120051	CFAP58
ENSG00000120053	GOT1
ENSG00000120054	CPN1
ENSG00000120055	C10orf95
ENSG00000120057	SFRP5
ENSG00000121898	CPXM2
ENSG00000127884	ECHS1
ENSG00000130640	TUBGCP2
ENSG00000130643	CALY
ENSG00000130649	CYP2E1
ENSG00000132334	PTPRE
ENSG00000138107	ACTR1A
ENSG00000138111	MFSD13A
ENSG00000138131	LOXL4
ENSG00000138152	BTBD16
ENSG00000138161	CUZD1
ENSG00000138162	TACC2
ENSG00000138166	DUSP5
ENSG00000138172	CALHM2
ENSG00000138175	ARL3
ENSG00000142082	SIRT3
ENSG00000142089	IFITM3
ENSG00000142102	PGGHG
ENSG00000148700	ADD3
ENSG00000148704	VAX1
ENSG00000148735	PLEKHS1
ENSG00000148737	TCF7L2
ENSG00000148773	MKI67
ENSG00000148795	CYP17A1
ENSG00000148798	INA
ENSG00000148803	FUOM
ENSG00000148814	LRRC27
ENSG00000148824	MTG1
ENSG00000148826	NKX6-2
ENSG00000148832	PAOX
ENSG00000148834	GSTO1
ENSG00000148835	TAF5
ENSG00000148840	PPRC1
ENSG00000148841	ITPRIP
ENSG00000148842	CNNM2
ENSG00000148843	PDCD11
ENSG00000148848	ADAM12
ENSG00000148908	RGS10
ENSG00000150593	PDCD4
ENSG00000150594	ADRA2A
ENSG00000150760	DOCK1
ENSG00000151532	VTI1A
ENSG00000151553	FAM160B1
ENSG00000151640	DPYSL4
ENSG00000151650	VENTX
ENSG00000151651	ADAM8
ENSG00000151892	GFRA1
ENSG00000151893	CACUL1
ENSG00000151923	TIAL1
ENSG00000151929	BAG3
ENSG00000154473	BUB3
ENSG00000154478	GPR26
ENSG00000154485	MMP21
ENSG00000154493	C10orf90
ENSG00000155229	MMS19
ENSG00000155252	PI4K2A
ENSG00000155254	MARVELD1
ENSG00000155256	ZFYVE27
ENSG00000155265	GOLGA7B
ENSG00000155287	SLC25A28
ENSG00000155629	PIK3AP1
ENSG00000156374	PCGF6
ENSG00000156384	SFR1
ENSG00000156395	SORCS3
ENSG00000156398	SFXN2
ENSG00000161328	LRRC56
ENSG00000165646	SLC18A2
ENSG00000165650	PDZD8
ENSG00000165660	ABRAXAS2
ENSG00000165669	FAM204A
ENSG00000165672	PRDX3
ENSG00000165752	STK32C
ENSG00000165806	CASP7
ENSG00000165813	CCDC186
ENSG00000165816	VWA2
ENSG00000165828	PRAP1
ENSG00000165832	TRUB1
ENSG00000165863	C10orf82
ENSG00000165868	HSPA12A
ENSG00000165879	FRAT1
ENSG00000165886	UBTD1
ENSG00000165887	ANKRD2
ENSG00000166024	R3HCC1L
ENSG00000166033	HTRA1
ENSG00000166135	HIF1AN
ENSG00000166167	BTRC
ENSG00000166169	POLL
ENSG00000166171	DPCD
ENSG00000166189	HPS6
ENSG00000166197	NOLC1
ENSG00000166272	WBP1L
ENSG00000166275	BORCS7
ENSG00000169129	AFAP1L2
ENSG00000170370	EMX2
ENSG00000170430	MGMT
ENSG00000171160	MORN4
ENSG00000171206	TRIM8
ENSG00000171307	ZDHHC16
ENSG00000171311	EXOSC1
ENSG00000171314	PGAM1
ENSG00000171772	SYCE1
ENSG00000171794	UTF1
ENSG00000171798	KNDC1
ENSG00000171811	CFAP46
ENSG00000171813	PWWP2B
ENSG00000172987	HPSE2
